지점,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm),날씨,전운량(10분위)
112,2017.6.13 17:00,21.6,,5.2,67,,구름조금,3
112,2017.6.13 18:00,20.5,,5,74,,맑음,2
112,2017.6.13 19:00,20.3,,2.5,77,,,
112,2017.6.13 20:00,19.2,,2.3,85,,,
112,2017.6.13 21:00,18.9,,1.9,87,,구름많음,7
112,2017.6.13 22:00,18.7,,2.1,92,,,
112,2017.6.13 23:00,18.3,,3.4,91,,,
112,2017.6.14 0:00,18.3,,2.2,90,,박무,9
112,2017.6.14 1:00,18.5,,0.9,90,,,
112,2017.6.14 2:00,18.2,,2.4,92,,,
112,2017.6.14 3:00,18.1,,2.1,93,,박무,8
112,2017.6.14 4:00,18.1,,2.1,93,,박무,8
112,2017.6.14 5:00,17.8,,1.5,92,,박무,7
112,2017.6.14 6:00,17.6,,1.9,90,,박무,3
112,2017.6.14 7:00,18.3,,2,89,,구름많음,8
112,2017.6.14 8:00,18.1,,2.9,89,,흐림,9
112,2017.6.14 9:00,18.8,,3.3,81,,구름많음,7
112,2017.6.14 10:00,20.1,,2.9,72,,구름많음,8
112,2017.6.14 11:00,20.6,,3.9,71,,맑음,2
112,2017.6.14 12:00,21.2,,3.1,71,,맑음,1
112,2017.6.14 13:00,21.1,,4,70,,맑음,0
112,2017.6.14 14:00,21.7,,4.6,65,,맑음,0
112,2017.6.14 15:00,21.6,,4.5,69,,맑음,0
112,2017.6.14 16:00,22.6,,3.4,65,,맑음,0
112,2017.6.14 17:00,21.8,,5.3,71,,맑음,0
112,2017.6.14 18:00,21,,3.9,75,,맑음,0
112,2017.6.14 19:00,20.2,,2.9,78,,,
112,2017.6.14 20:00,19.6,,3.6,83,,,
112,2017.6.14 21:00,19.3,,3.1,85,,맑음,0
112,2017.6.14 22:00,19,,3.3,85,,,
112,2017.6.14 23:00,18.9,,3.1,81,,,
112,2017.6.15 0:00,18.7,,2.6,79,,맑음,0
112,2017.6.15 1:00,18.6,,1.4,74,,,
112,2017.6.15 2:00,18.5,,2,93,,,
112,2017.6.15 3:00,17.9,,2.5,96,,박무,8
112,2017.6.15 4:00,17.6,,2.5,96,,박무,6
112,2017.6.15 5:00,17.5,,2.6,95,,박무,5
112,2017.6.15 6:00,17.4,,2.7,95,,박무,10
112,2017.6.15 7:00,17.4,,2.6,94,,박무,10
112,2017.6.15 8:00,17.9,,2.8,92,,박무,9
112,2017.6.15 9:00,19.1,,2.5,84,,구름조금,5
112,2017.6.15 10:00,20.6,,4,78,,맑음,1
112,2017.6.15 11:00,22.2,,3.1,71,,맑음,1
112,2017.6.15 12:00,23,,3.2,68,,맑음,0
112,2017.6.15 13:00,23.2,,3.6,70,,맑음,0
112,2017.6.15 14:00,23.5,,3.8,66,,맑음,2
112,2017.6.15 15:00,23,,5.6,69,,맑음,2
112,2017.6.15 16:00,23.2,,4.8,65,,맑음,2
112,2017.6.15 17:00,23,,4,67,,맑음,1
112,2017.6.15 18:00,21.9,,4.5,73,,맑음,0
112,2017.6.15 19:00,21,,4,79,,,
112,2017.6.15 20:00,20.6,,3,80,,,
112,2017.6.15 21:00,20.4,,2.4,81,,맑음,0
112,2017.6.15 22:00,20.2,,3.1,81,,,
112,2017.6.15 23:00,20.2,,2.8,82,,,
112,2017.6.16 0:00,20.1,,2.3,86,,박무,0
112,2017.6.16 1:00,20.1,,2.9,87,,,
112,2017.6.16 2:00,20.1,,2.4,89,,,
112,2017.6.16 3:00,20.1,,2.2,87,,박무,9
112,2017.6.16 4:00,20.2,,2.6,86,,박무,9
112,2017.6.16 5:00,19.9,,2.6,88,,박무,8
112,2017.6.16 6:00,19.9,,2.6,88,,박무,9
112,2017.6.16 7:00,20.2,,2.8,86,,박무,10
112,2017.6.16 8:00,21.4,,3.4,74,,박무,8
112,2017.6.16 9:00,23.3,,4.2,63,,연무,0
112,2017.6.16 10:00,24.8,,3.1,58,,맑음,0
112,2017.6.16 11:00,26.9,,2.4,52,,맑음,0
112,2017.6.16 12:00,24.5,,3.7,68,,연무,0
112,2017.6.16 13:00,26.1,,3,58,,연무,0
112,2017.6.16 14:00,26.5,,3.6,61,,연무,1
112,2017.6.16 15:00,26.9,,3.2,64,,연무,0
112,2017.6.16 16:00,26.2,,3,65,,맑음,1
112,2017.6.16 17:00,24.8,,2.9,60,,맑음,0
112,2017.6.16 18:00,24.2,,3.4,57,,맑음,0
112,2017.6.16 19:00,23.4,,2.8,60,,,
112,2017.6.16 20:00,22,,2.3,70,,,
112,2017.6.16 21:00,20.9,,2.4,77,,맑음,0
112,2017.6.16 22:00,20.6,,2.5,76,,,
112,2017.6.16 23:00,20.5,,1.9,77,,,
112,2017.6.17 0:00,20.6,,2.7,75,,맑음,0
112,2017.6.17 1:00,20.6,,3.1,73,,,
112,2017.6.17 2:00,20.5,,2.8,73,,,
112,2017.6.17 3:00,20.3,,2.7,77,,맑음,0
112,2017.6.17 4:00,20.1,,3.1,81,,맑음,0
112,2017.6.17 5:00,19.8,,3.1,83,,박무,0
112,2017.6.17 6:00,19.6,,3.3,82,,박무,0
112,2017.6.17 7:00,20.1,,2.8,75,,박무,0
112,2017.6.17 8:00,21,,3.4,69,,맑음,0
112,2017.6.17 9:00,22.3,,2.8,63,,맑음,0
112,2017.6.17 10:00,23.6,,2.3,58,,맑음,0
112,2017.6.17 11:00,23.7,,2.8,56,,맑음,0
112,2017.6.17 12:00,24,,3.3,54,,맑음,0
112,2017.6.17 13:00,24.3,,3.9,58,,맑음,0
112,2017.6.17 14:00,25,,3.1,58,,맑음,0
112,2017.6.17 15:00,25.6,,2.8,54,,맑음,0
112,2017.6.17 16:00,24.7,,4.3,54,,맑음,0
112,2017.6.17 17:00,24.7,,3.8,48,,맑음,0
112,2017.6.17 18:00,24,,4.2,52,,맑음,0
112,2017.6.17 19:00,23,,4.1,52,,,
112,2017.6.17 20:00,21.9,,3.1,62,,,
112,2017.6.17 21:00,21.1,,2.7,66,,맑음,0
112,2017.6.17 22:00,20.7,,1.8,71,,,
112,2017.6.17 23:00,20.3,,1.4,74,,,
112,2017.6.18 0:00,20,,2,83,,맑음,0
112,2017.6.18 1:00,19.9,,0.6,87,,,
112,2017.6.18 2:00,19.5,,0.9,87,,,
112,2017.6.18 3:00,19.3,,1.8,89,,박무,0
112,2017.6.18 4:00,19.2,,1.7,90,,박무,0
112,2017.6.18 5:00,18.9,,1.5,89,,박무,0
112,2017.6.18 6:00,18.9,,1.9,87,,박무,0
112,2017.6.18 7:00,19.6,,1.7,81,,박무,1
112,2017.6.18 8:00,20.6,,2.2,70,,맑음,1
112,2017.6.18 9:00,22.1,,1.5,63,,맑음,0
112,2017.6.18 10:00,23.2,,2,57,,맑음,1
112,2017.6.18 11:00,24.9,,1.6,50,,맑음,0
112,2017.6.18 12:00,25.8,,2.5,50,,맑음,0
112,2017.6.18 13:00,26,,3.4,48,,맑음,0
112,2017.6.18 14:00,25.5,,3.6,52,,맑음,0
112,2017.6.18 15:00,25.7,,4.3,42,,맑음,0
112,2017.6.18 16:00,25.5,,3.4,57,,맑음,0
112,2017.6.18 17:00,24.3,,4.2,59,,맑음,0
112,2017.6.18 18:00,23.8,,3.2,65,,맑음,2
112,2017.6.18 19:00,22.8,,2.2,76,,,
112,2017.6.18 20:00,21.1,,3.1,87,,,
112,2017.6.18 21:00,19.9,,1.8,90,,박무,0
112,2017.6.18 22:00,19.4,,1.8,93,,,
112,2017.6.18 23:00,19.7,,1.3,94,,,
112,2017.6.19 0:00,19.6,,0.7,94,,박무,4
112,2017.6.19 1:00,19.6,,0.9,93,,,
112,2017.6.19 2:00,19.5,,1.8,94,,,
112,2017.6.19 3:00,19.5,,1.8,95,,박무,6
112,2017.6.19 4:00,19.3,,2.3,95,,박무,9
112,2017.6.19 5:00,18.9,,1.1,94,,박무,8
112,2017.6.19 6:00,18.8,,0.7,94,,박무,7
112,2017.6.19 7:00,19.1,,1.7,92,,박무,6
112,2017.6.19 8:00,20,,1.5,86,,박무,4
112,2017.6.19 9:00,21.7,,1,75,,박무,7
112,2017.6.19 10:00,22.2,,2.1,77,,박무,10
112,2017.6.19 11:00,21.8,,2.9,79,,박무,10
112,2017.6.19 12:00,23.4,,2.3,57,,흐림,10
112,2017.6.19 13:00,24.5,,2.7,51,,흐림,10
112,2017.6.19 14:00,25.1,,2.7,60,,흐림,9
112,2017.6.19 15:00,26.2,,2,54,,흐림,10
112,2017.6.19 16:00,26.4,,1.7,43,,흐림,9
112,2017.6.19 17:00,27.3,,2.1,48,,구름조금,5
112,2017.6.19 18:00,26.2,,2.6,48,,구름많음,6
112,2017.6.19 19:00,24.6,,1.6,60,,,
112,2017.6.19 20:00,23.8,,1.2,61,,,
112,2017.6.19 21:00,22.4,,1.1,70,,구름조금,4
112,2017.6.19 22:00,22,,1.7,77,,,
112,2017.6.19 23:00,21,,3.2,82,,,
112,2017.6.20 0:00,20.5,,1.7,76,,구름조금,5
112,2017.6.20 1:00,20.4,,1.7,77,,,
112,2017.6.20 2:00,20.2,,1.6,77,,,
112,2017.6.20 3:00,20.2,,0.7,77,,맑음,0
112,2017.6.20 4:00,20,,0.6,81,,맑음,0
112,2017.6.20 5:00,19.9,,1,81,,맑음,2
112,2017.6.20 6:00,19.9,,0.9,83,,박무,5
112,2017.6.20 7:00,20.6,,0.1,73,,박무,8
112,2017.6.20 8:00,22.6,,1,69,,연무,3
112,2017.6.20 9:00,24.1,,1.4,62,,연무,6
112,2017.6.20 10:00,25.9,,1.1,53,,연무,6
112,2017.6.20 11:00,27,,2.3,43,,구름많음,7
112,2017.6.20 12:00,27.8,,2.4,42,,구름많음,7
112,2017.6.20 13:00,28.1,,3.1,41,,구름많음,8
112,2017.6.20 14:00,28,,2.8,42,,흐림,9
112,2017.6.20 15:00,27.6,,3.7,42,,흐림,9
112,2017.6.20 16:00,26.3,,3.4,46,,흐림,10
112,2017.6.20 17:00,25.6,0,3.2,47,,약한비단속,10
112,2017.6.20 18:00,24.9,0,2.7,42,,비 끝남,9
112,2017.6.20 19:00,24.7,,2,45,,,
112,2017.6.20 20:00,23.4,,2.9,54,,,
112,2017.6.20 21:00,23.6,,2.3,47,,흐림,10
112,2017.6.20 22:00,23.3,,1.8,51,,,
112,2017.6.20 23:00,23.1,,1.4,56,,,
112,2017.6.21 0:00,22.8,,2.3,57,,흐림,10
112,2017.6.21 1:00,22.5,,1.6,61,,,
112,2017.6.21 2:00,21.6,,2.6,71,,,
112,2017.6.21 3:00,21.3,,1.1,70,,흐림,10
112,2017.6.21 4:00,21.4,,0.8,72,,흐림,9
112,2017.6.21 5:00,21,,1.3,77,,박무,8
112,2017.6.21 6:00,20.7,,1.3,74,,흐림,9
112,2017.6.21 7:00,21.3,,2.6,70,,구름많음,7
112,2017.6.21 8:00,22.7,,0.7,65,,구름많음,8
112,2017.6.21 9:00,24,,2,59,,맑음,0
112,2017.6.21 10:00,24.9,,2.4,63,,맑음,0
112,2017.6.21 11:00,24.9,,2.9,63,,맑음,0
112,2017.6.21 12:00,26.2,,3.4,52,,맑음,0
112,2017.6.21 13:00,26,,3.7,47,,맑음,0
112,2017.6.21 14:00,25.7,,4.8,47,,맑음,0
112,2017.6.21 15:00,24.8,,3.7,60,,맑음,1
112,2017.6.21 16:00,24.1,,6.1,59,,구름조금,3
112,2017.6.21 17:00,24.3,,5.1,65,,구름많음,7
112,2017.6.21 18:00,23.9,,4.2,68,,구름많음,6
112,2017.6.21 19:00,22.5,,4.4,79,,,
112,2017.6.21 20:00,21.8,,1.6,85,,,
112,2017.6.21 21:00,21,,2.3,89,,박무,3
112,2017.6.21 22:00,20.8,,2.4,90,,,
112,2017.6.21 23:00,20.9,,2.7,90,,,
112,2017.6.22 0:00,20.9,,2.9,90,,흐림,9
112,2017.6.22 1:00,20.8,,1.8,91,,,
112,2017.6.22 2:00,20.4,,2.2,93,,,
112,2017.6.22 3:00,20.4,,1.8,93,,박무,9
112,2017.6.22 4:00,20.3,,1.8,93,,박무,9
112,2017.6.22 5:00,20.3,,1.5,93,,박무,9
112,2017.6.22 6:00,20.4,,1.1,93,,박무,9
112,2017.6.22 7:00,20.7,,1,90,,박무,9
112,2017.6.22 8:00,21.7,,1.7,78,,구름많음,8
112,2017.6.22 9:00,22.7,,2.1,72,,구름조금,4
112,2017.6.22 10:00,23.9,,2.6,64,,구름조금,4
112,2017.6.22 11:00,24.9,,2.8,62,,구름조금,3
112,2017.6.22 12:00,25.4,,3.4,59,,맑음,2
112,2017.6.22 13:00,25.3,,4.2,58,,맑음,1
112,2017.6.22 14:00,26.1,,3.7,51,,구름조금,3
112,2017.6.22 15:00,27.2,,3.5,48,,구름조금,4
112,2017.6.22 16:00,26.5,,3.5,50,,구름많음,7
112,2017.6.22 17:00,26.9,,3.3,56,,구름조금,5
112,2017.6.22 18:00,25.3,,4.4,64,,구름많음,6
112,2017.6.22 19:00,24,,3.5,69,,,
112,2017.6.22 20:00,22.8,,2.2,75,,,
112,2017.6.22 21:00,22.3,,2,79,,구름조금,4
112,2017.6.22 22:00,21.7,,1.9,85,,,
112,2017.6.22 23:00,21.6,,0.7,86,,,
112,2017.6.23 0:00,21.5,,0.6,85,,박무,4
112,2017.6.23 1:00,21.6,,1.5,83,,,
112,2017.6.23 2:00,21.7,,1.4,86,,,
112,2017.6.23 3:00,20.5,,1.5,96,,안개엷어짐,10
112,2017.6.23 4:00,20.3,,1.9,97,,안개 끝,9
112,2017.6.23 5:00,20,,2.1,97,,안개강해짐,10
112,2017.6.23 6:00,20,,1.1,97,,안개강해짐,10
112,2017.6.23 7:00,20.6,,0.9,97,,안개 끝,2
112,2017.6.23 8:00,21.8,,1.6,86,,박무,0
112,2017.6.23 9:00,22.1,,2.5,86,,박무,6
112,2017.6.23 10:00,23.8,,2.2,76,,박무,0
112,2017.6.23 11:00,25.7,,1.8,61,,연무,0
112,2017.6.23 12:00,27.8,,2.2,51,,맑음,1
112,2017.6.23 13:00,27.4,,3.4,64,,구름많음,6
112,2017.6.23 14:00,28,,2.5,57,,맑음,1
112,2017.6.23 15:00,29.1,,3,50,,맑음,0
112,2017.6.23 16:00,28.4,,4.2,51,,구름많음,7
112,2017.6.23 17:00,27.1,,4.5,49,,구름많음,7
112,2017.6.23 18:00,26.1,,3.6,57,,구름많음,6
112,2017.6.23 19:00,25.8,,2.4,58,,,
112,2017.6.23 20:00,24.4,,2,52,,,
112,2017.6.23 21:00,23.8,,1.4,61,,맑음,1
112,2017.6.23 22:00,23.4,,1.7,62,,,
112,2017.6.23 23:00,23,,2.1,73,,,
112,2017.6.24 0:00,22.6,,1.1,75,,구름많음,6
112,2017.6.24 1:00,21.9,,1.6,81,,,
112,2017.6.24 2:00,21.5,,1.7,77,,,
112,2017.6.24 3:00,21.4,,1.4,76,,구름많음,7
112,2017.6.24 4:00,21.1,,0.7,77,,구름많음,6
112,2017.6.24 5:00,20.6,,0.6,79,,구름많음,7
112,2017.6.24 6:00,21.2,,0.9,80,,구름많음,8
112,2017.6.24 7:00,22.6,,0.8,72,,구름많음,8
112,2017.6.24 8:00,23.6,,0.7,63,,흐림,10
112,2017.6.24 9:00,23.8,,1.2,54,,흐림,10
112,2017.6.24 10:00,23.9,,2,57,,흐림,10
112,2017.6.24 11:00,23.6,,1.6,51,,흐림,10
112,2017.6.24 12:00,23.6,,1.8,59,,흐림,10
112,2017.6.24 13:00,23.7,0,3,70,,약한비단속,10
112,2017.6.24 14:00,24.1,0,1.4,65,,약한비단속,10
112,2017.6.24 15:00,23,0,2.6,76,,약한비단속,10
112,2017.6.24 16:00,22,0,2.8,59,,약한비단속,10
112,2017.6.24 17:00,22.3,0,1.8,55,,비 끝남,10
112,2017.6.24 18:00,22.6,,3.2,65,,흐림,10
112,2017.6.24 19:00,22.5,,2,65,,,
112,2017.6.24 20:00,22.2,0,2.5,72,,약한비단속,10
112,2017.6.24 21:00,21.8,0,1.6,69,,약한비단속,10
112,2017.6.24 22:00,22.1,0,3.4,64,,약한비단속,10
112,2017.6.24 23:00,22.1,0,1.2,73,,비 끝남,10
112,2017.6.25 0:00,21.8,,1.8,81,,흐림,10
112,2017.6.25 1:00,21.2,,1.5,80,,,
112,2017.6.25 2:00,21.2,,1.5,77,,,
112,2017.6.25 3:00,21.1,,1.6,77,,구름많음,8
112,2017.6.25 4:00,20.9,,0.8,78,,구름조금,3
112,2017.6.25 5:00,20.5,,1.6,80,,박무,8
112,2017.6.25 6:00,20.4,,1.6,82,,박무,4
112,2017.6.25 7:00,20.9,,1.3,77,,구름많음,6
112,2017.6.25 8:00,21.8,,1.5,70,,구름많음,8
112,2017.6.25 9:00,23.7,,1.6,57,,구름조금,4
112,2017.6.25 10:00,25.2,,2.2,50,,맑음,1
112,2017.6.25 11:00,26.1,,3.1,46,,맑음,2
112,2017.6.25 12:00,26.9,,3.5,46,,구름조금,4
112,2017.6.25 13:00,28.3,,2.1,44,,구름조금,4
112,2017.6.25 14:00,28.2,,3.4,47,,맑음,2
112,2017.6.25 15:00,28.2,,3.2,45,,맑음,1
112,2017.6.25 16:00,28,,3.7,46,,맑음,2
112,2017.6.25 17:00,27.4,,4.6,48,,맑음,2
112,2017.6.25 18:00,26.3,,4.2,52,,구름조금,5
112,2017.6.25 19:00,23.7,,4,66,,,
112,2017.6.25 20:00,23.6,,3.9,66,,,
112,2017.6.25 21:00,23.2,,3,70,,맑음,1
112,2017.6.25 22:00,22.7,,2.2,83,,,
112,2017.6.25 23:00,22.1,,2.6,84,,,
112,2017.6.26 0:00,21.9,,2.2,84,,맑음,0
112,2017.6.26 1:00,22.2,,1,82,,,
112,2017.6.26 2:00,22.6,,1.8,79,,,
112,2017.6.26 3:00,22.6,,2.3,74,,흐림,9
112,2017.6.26 4:00,22.4,,2.3,75,,구름많음,8
112,2017.6.26 5:00,22.2,,1.8,77,,박무,10
112,2017.6.26 6:00,22.2,,3.2,80,,흐림,10
112,2017.6.26 7:00,22,,3.3,81,,흐림,10
112,2017.6.26 8:00,22.5,,3.3,75,,흐림,10
112,2017.6.26 9:00,23.8,,2.1,70,,구름많음,7
112,2017.6.26 10:00,26,,3.4,61,,구름많음,7
112,2017.6.26 11:00,27.6,,3.6,57,,구름조금,4
112,2017.6.26 12:00,27.8,,2,58,,구름많음,8
112,2017.6.26 13:00,28.3,,1.7,53,,구름많음,7
112,2017.6.26 14:00,28.5,,1.8,54,,구름많음,8
112,2017.6.26 15:00,22.7,11.2,6.1,84,,뇌우,10
112,2017.6.26 16:00,21.9,7.9,3.7,72,,뇌우,10
112,2017.6.26 17:00,21.6,0,2.5,86,,뇌우,10
112,2017.6.26 18:00,22.4,0.3,0.5,75,,"뇌우끝,비",8
112,2017.6.26 19:00,22.7,0,2.8,85,,비 끝남,6
112,2017.6.26 20:00,22.5,,2.5,85,,,
112,2017.6.26 21:00,22.6,,2.8,83,,박무,8
112,2017.6.26 22:00,22.4,,0.2,84,,,
112,2017.6.26 23:00,22.5,,1.6,86,,,
112,2017.6.27 0:00,22.3,,0.8,89,,박무,9
112,2017.6.27 1:00,21.7,,2.6,89,,,
112,2017.6.27 2:00,21.1,,1.5,88,,,
112,2017.6.27 3:00,21,,2.6,86,,구름조금,4
112,2017.6.27 4:00,21.1,,2.6,84,,흐림,9
112,2017.6.27 5:00,21.2,,1.9,84,,흐림,9
112,2017.6.27 6:00,21.3,,3.1,82,,흐림,9
112,2017.6.27 7:00,21.5,0,1.8,85,,비 끝남,9
112,2017.6.27 8:00,22.6,,1.6,75,,흐림,9
112,2017.6.27 9:00,24.5,,2,69,,구름많음,8
112,2017.6.27 10:00,25.2,,2.6,71,,흐림,9
112,2017.6.27 11:00,25.7,,2.2,67,,흐림,9
112,2017.6.27 12:00,25.5,,3.1,69,,연무,7
112,2017.6.27 13:00,26.5,,3.1,65,,구름조금,3
112,2017.6.27 14:00,26.8,,3.6,62,,구름많음,6
112,2017.6.27 15:00,27.1,,3.3,65,,구름조금,3
112,2017.6.27 16:00,27.5,,2.9,63,,맑음,2
112,2017.6.27 17:00,26.6,,3.7,66,,맑음,2
112,2017.6.27 18:00,25.7,,3.7,70,,맑음,2
112,2017.6.27 19:00,24.9,,2.3,76,,,
112,2017.6.27 20:00,23.4,,1.8,82,,,
112,2017.6.27 21:00,22.5,,1.8,85,,박무,6
112,2017.6.27 22:00,22.6,,1.4,81,,,
112,2017.6.27 23:00,22.3,,2.1,87,,,
112,2017.6.28 0:00,22.4,,2,85,,박무,7
112,2017.6.28 1:00,21.9,,2.2,89,,,
112,2017.6.28 2:00,21.6,,2,90,,,
112,2017.6.28 3:00,21.5,,2.3,94,,박무,7
112,2017.6.28 4:00,21.6,,0.9,93,,박무,9
112,2017.6.28 5:00,21.8,,1,91,,박무,9
112,2017.6.28 6:00,21.9,,1.1,90,,박무,10
112,2017.6.28 7:00,22.2,,1.7,88,,박무,9
112,2017.6.28 8:00,23.2,,1.2,80,,박무,4
112,2017.6.28 9:00,23.8,,3.2,76,,박무,6
112,2017.6.28 10:00,24.4,,2.6,73,,박무,4
112,2017.6.28 11:00,25.7,,2.8,70,,연무,3
112,2017.6.28 12:00,26.7,,2.3,63,,구름많음,6
112,2017.6.28 13:00,26.9,,3.3,61,,구름많음,8
112,2017.6.28 14:00,27.7,,2.8,55,,맑음,1
112,2017.6.28 15:00,27.5,,4.2,60,,맑음,1
112,2017.6.28 16:00,27.2,,4,62,,맑음,0
112,2017.6.28 17:00,27.3,,3.3,62,,맑음,0
112,2017.6.28 18:00,27.1,,2.2,61,,구름조금,3
112,2017.6.28 19:00,25.7,,1.4,74,,,
112,2017.6.28 20:00,24.6,,1.3,76,,,
112,2017.6.28 21:00,23.9,,1.5,73,,맑음,0
112,2017.6.28 22:00,23,,1.9,85,,,
112,2017.6.28 23:00,22.8,,1.5,87,,,
112,2017.6.29 0:00,22.4,,2.4,91,,박무,6
112,2017.6.29 1:00,21.9,,2.2,91,,,
112,2017.6.29 2:00,21.7,,2,91,,,
112,2017.6.29 3:00,21.5,,1.5,92,,박무,5
112,2017.6.29 4:00,21.3,,1.3,93,,박무,6
112,2017.6.29 5:00,21.2,,1.1,93,,박무,7
112,2017.6.29 6:00,21.2,,0.6,94,,박무,8
112,2017.6.29 7:00,21.8,,0.3,88,,박무,9
112,2017.6.29 8:00,22.2,,1.3,90,,박무,9
112,2017.6.29 9:00,22.7,,2,86,,박무,9
112,2017.6.29 10:00,24.1,,2.4,75,,박무,1
112,2017.6.29 11:00,25.5,,2.5,68,,연무,1
112,2017.6.29 12:00,26.7,,2.9,60,,연무,0
112,2017.6.29 13:00,27.4,,3.5,50,,구름많음,6
112,2017.6.29 14:00,28.6,,2.8,50,,맑음,1
112,2017.6.29 15:00,28.3,,3.8,60,,연무,0
112,2017.6.29 16:00,28.6,,3,55,,맑음,0
112,2017.6.29 17:00,28.2,,3.1,56,,연무,0
112,2017.6.29 18:00,27.2,,3.1,62,,연무,0
112,2017.6.29 19:00,25.8,,3.3,69,,,
112,2017.6.29 20:00,24.4,,3,77,,,
112,2017.6.29 21:00,23.4,,3,83,,박무,0
112,2017.6.29 22:00,22.9,,3,90,,,
112,2017.6.29 23:00,22.8,,2.4,89,,,
112,2017.6.30 0:00,22.7,,1.9,91,,박무,0
112,2017.6.30 1:00,22.5,,3.1,91,,,
112,2017.6.30 2:00,22,,2.9,94,,,
112,2017.6.30 3:00,21.7,,0.9,96,,박무,2
112,2017.6.30 4:00,21.6,,1.9,97,,안개강해짐,10
112,2017.6.30 5:00,21.8,,1.5,96,,안개 끝,9
112,2017.6.30 6:00,21.9,,1.5,95,,박무,7
112,2017.6.30 7:00,22.4,,1.1,89,,박무,7
112,2017.6.30 8:00,23.2,,2.3,89,,박무,3
112,2017.6.30 9:00,24,,1.7,84,,박무,4
112,2017.6.30 10:00,23.9,,3.4,84,,박무,10
112,2017.6.30 11:00,24.7,,2.3,78,,박무,10
112,2017.6.30 12:00,25.8,,2.8,73,,박무,9
112,2017.6.30 13:00,26.6,,3.3,65,,흐림,9
112,2017.6.30 14:00,27.2,,3.2,61,,흐림,9
112,2017.6.30 15:00,27.8,,2.9,56,,흐림,9
112,2017.6.30 16:00,27.6,,2.5,54,,흐림,9
112,2017.6.30 17:00,26.7,,2.7,60,,흐림,9
112,2017.6.30 18:00,25.6,,2.4,69,,흐림,9
112,2017.6.30 19:00,25,,1.4,73,,,
112,2017.6.30 20:00,24,,2.3,81,,,
112,2017.6.30 21:00,23.6,,2.2,81,,박무,8
112,2017.6.30 22:00,23.3,,1.4,83,,,
112,2017.6.30 23:00,23,,1.8,88,,,
112,2017.7.1 0:00,22.8,,2.1,91,,박무,8
112,2017.7.1 1:00,22.7,,2.4,92,,,
112,2017.7.1 2:00,22.3,,1.9,95,,,
112,2017.7.1 3:00,22,,1.8,95,,박무,8
112,2017.7.1 4:00,21.8,,2.4,95,,박무,8
112,2017.7.1 5:00,21.8,,1.3,94,,박무,8
112,2017.7.1 6:00,21.8,,1.5,95,,박무,8
112,2017.7.1 7:00,21.9,,1.4,93,,박무,8
112,2017.7.1 8:00,22.2,,1.7,91,,박무,9
112,2017.7.1 9:00,23.1,,1.5,86,,박무,9
112,2017.7.1 10:00,23.3,,1.5,85,,박무,9
112,2017.7.1 11:00,24.4,,1.3,79,,박무,9
112,2017.7.1 12:00,25.2,,2.2,65,,흐림,9
112,2017.7.1 13:00,26.6,,2.6,64,,구름많음,7
112,2017.7.1 14:00,28.1,,2.8,57,,구름많음,8
112,2017.7.1 15:00,28.1,,3.6,59,,흐림,9
112,2017.7.1 16:00,27.9,,3.1,62,,연무,9
112,2017.7.1 17:00,26.5,,4.1,73,,연무,10
112,2017.7.1 18:00,25.3,,4.2,84,,흐림,10
112,2017.7.1 19:00,23.5,0,4.2,91,,약한비단속,10
112,2017.7.1 20:00,23.2,0.2,1.7,96,,약한비단속,10
112,2017.7.1 21:00,23.2,0,2,95,,비 끝남,10
112,2017.7.1 22:00,23.6,,1.4,93,,,
112,2017.7.1 23:00,23.8,,2.3,94,,,
112,2017.7.2 0:00,23.8,0,2.3,95,,약한비단속,10
112,2017.7.2 1:00,23.6,0.5,2.1,96,,약한비계속,10
112,2017.7.2 2:00,23.4,0.3,2.9,97,,약한비계속,10
112,2017.7.2 3:00,23.3,0.4,3.1,97,,약한비계속,10
112,2017.7.2 4:00,23.3,6.8,2.4,98,,보통비계속,10
112,2017.7.2 5:00,23.3,1.2,2.2,98,,약한비계속,10
112,2017.7.2 6:00,23.5,0.2,2.2,98,,약한비계속,10
112,2017.7.2 7:00,23.8,0.4,2.6,98,,약한비단속,10
112,2017.7.2 8:00,24.2,0,1.8,97,,약한비단속,10
112,2017.7.2 9:00,24.4,0.5,2.5,97,,약한비단속,10
112,2017.7.2 10:00,24.7,0,4.2,95,,약한비단속,10
112,2017.7.2 11:00,24.9,0,2.8,95,,약한비단속,10
112,2017.7.2 12:00,24.7,0,1.8,94,,비 끝남,10
112,2017.7.2 13:00,24.7,0,3.3,93,,약한비단속,10
112,2017.7.2 14:00,24.5,0,3.1,94,,비 끝남,10
112,2017.7.2 15:00,24.5,,2.7,94,,박무,10
112,2017.7.2 16:00,24.3,,4.5,94,,박무,10
112,2017.7.2 17:00,24.1,0,4.1,96,,약한비단속,10
112,2017.7.2 18:00,23.9,0,3.1,96,,비 끝남,10
112,2017.7.2 19:00,24,0,3.2,97,,약한비단속,10
112,2017.7.2 20:00,22.7,3.4,7.1,94,,보통비계속,10
112,2017.7.2 21:00,21.9,4.7,3.3,94,,"뇌우끝,비",10
112,2017.7.2 22:00,21.9,0.6,3.5,96,,약한비계속,10
112,2017.7.2 23:00,22.6,26.1,4.3,97,,"뇌우,비눈",10
112,2017.7.3 0:00,22.4,58.3,5.2,98,,"뇌우끝,비",10
